1,1,3,1,2,14,2,3,11,1,1
1,2,3,1,2,8,2,10,9,1,1
1,3,3,1,2,8,1,9,9,1,1
2,5,3,1,1,7,2,4,3,2,1
2,6,3,1,1,6,2,4,3,2,1
2,7,3,1,1,5,1,4,6,2,1
2,8,3,1,1,6,1,6,13,2,1
3,9,3,2,1,12,2,6,3,1,1
3,10,3,2,1,11,1,11,8,2,1
3,11,3,2,1,5,2,11,17,1,1
3,12,3,2,1,5,2,11,17,2,1
3,13,3,2,1,4,1,11,17,2,1
4,14,3,3,2,10,2,6,3,1,1
4,15,3,3,2,10,1,1,3,2,1
4,16,3,3,2,5,2,1,16,2,1
5,17,2,1,1,9,2,2,5,2,1
5,18,2,1,1,11,2,2,5,2,1
6,24,2,2,1,12,2,3,16,2,2
6,25,2,2,1,10,1,3,16,2,2
6,26,2,2,1,6,1,11,18,2,2
6,27,2,2,1,5,2,11,18,2,2
7,28,2,1,2,10,1,4,6,1,1
7,29,2,1,2,4,2,11,18,2,1
7,30,2,1,2,4,2,11,17,2,1
8,31,2,1,1,7,2,7,13,1,1
8,32,2,1,1,8,1,11,8,2,1
9,34,1,1,1,12,1,3,3,2,1
9,35,1,1,1,15,2,11,14,2,1
9,36,1,1,1,15,1,11,8,2,1
10,37,1,1,1,15,1,11,14,2,1
11,38,1,3,1,4,1,11,18,2,1
11,39,1,3,1,7,2,11,18,2,1
11,40,1,3,1,10,1,1,5,2,1
12,41,1,1,1,14,1,1,16,2,1
12,42,1,1,1,15,2,11,14,2,1
13,43,1,1,1,12,1,3,3,2,1
14,44,1,3,1,4,1,2,5,2,1
14,45,1,3,1,5,1,2,5,2,1
15,46,1,1,1,15,2,11,14,1,1
15,47,1,1,1,15,2,11,14,1,1
16,48,1,1,1,15,1,11,14,2,1
17,49,2,1,2,8,1,9,13,1,1
17,50,2,1,2,8,2,9,13,1,2
17,51,2,1,2,13,1,11,8,2,1
18,53,6,1,1,10,2,3,16,2,1
19,54,6,1,1,9,1,1,16,2,2
20,56,5,1,1,14,2,11,14,2,1
20,57,5,1,1,14,1,11,14,2,1
20,58,5,1,1,8,1,8,13,2,1
21,59,5,1,1,6,1,8,9,2,2
22,61,5,3,1,13,1,11,14,2,2
23,63,5,1,1,13,2,3,5,2,1
23,64,5,1,1,14,1,11,8,2,1
24,65,5,1,1,12,2,11,14,2,2
24,66,5,1,1,12,1,11,14,2,2
24,67,5,1,1,7,1,8,13,2,1
25,71,5,3,2,7,2,6,16,1,2
25,72,5,3,2,6,1,5,3,2,2
26,73,6,1,1,7,2,10,13,2,2
27,74,6,3,1,6,2,3,16,2,1
28,79,5,1,1,12,2,9,16,2,1
29,80,4,1,1,12,2,9,3,1,1
29,81,4,1,1,11,1,11,8,2,1
29,82,4,1,1,6,2,11,17,1,1
30,86,4,2,2,13,2,11,14,2,1
30,87,4,2,2,12,1,5,13,2,1
30,88,4,2,2,5,1,11,17,1,1
30,89,4,2,2,6,2,11,17,1,1
31,91,2,1,1,12,2,4,16,2,1
31,92,2,1,1,10,1,4,16,2,1
31,93,2,1,1,5,2,11,17,2,1
31,94,2,1,1,4,2,11,17,2,1
32,95,2,2,1,12,2,5,3,1,1
32,96,2,2,1,11,1,4,16,1,1
33,97,2,2,1,13,1,11,14,2,1
34,98,2,2,1,10,2,4,16,1,1
34,99,2,2,1,10,1,4,13,1,1
34,100,2,2,1,5,2,11,17,2,1
34,101,2,2,1,4,1,11,17,2,1
35,102,3,1,1,13,2,11,14,2,1
35,103,3,1,1,13,1,11,8,2,1
35,104,3,1,1,6,2,8,13,1,1
35,105,3,1,1,6,2,6,13,1,1
35,106,3,1,1,5,2,11,17,1,1
36,107,3,1,1,12,2,7,13,1,1
37,108,4,4,1,7,2,8,13,2,1
37,109,4,4,1,5,1,3,13,2,2
38,110,3,1,1,8,2,7,9,1,1
38,111,3,1,1,8,1,6,13,2,1
39,116,3,1,1,9,1,1,11,2,1
39,117,3,1,1,10,2,4,13,2,1
39,118,3,1,1,15,1,11,14,2,1
40,119,4,1,1,9,1,6,6,1,1
40,120,4,1,1,15,2,11,14,2,1
41,122,3,1,1,10,2,4,16,1,1
41,123,3,1,1,11,1,11,8,1,1
41,124,3,1,1,15,1,11,14,2,1
41,125,3,1,1,15,2,11,14,2,1
42,126,3,2,1,12,2,6,13,2,1
42,127,3,2,1,10,1,11,8,2,2
42,128,3,2,1,7,2,5,13,1,1
42,129,3,2,1,6,2,6,13,2,1
42,130,3,2,1,5,2,1,10,2,1
42,131,3,2,1,4,2,11,17,2,1
43,132,2,1,2,8,2,9,13,1,1
43,133,2,1,2,8,1,7,13,1,1
44,134,4,1,1,15,2,11,14,1,1
44,135,4,1,1,14,1,11,8,2,1
45,136,3,1,1,14,2,11,14,2,1
45,137,3,1,1,14,1,1,3,2,1
45,138,3,1,1,8,1,6,3,1,1
46,139,3,4,1,11,1,8,13,2,2
46,140,3,4,1,3,2,11,17,2,2
47,148,4,1,2,9,2,10,16,1,1
47,149,4,1,2,8,1,11,8,2,1
47,150,4,1,2,2,1,11,17,2,1
48,152,4,2,2,13,2,2,16,1,1
48,153,4,2,2,13,1,11,8,1,1
48,154,4,2,2,7,1,4,3,2,1
48,155,4,2,2,5,2,11,17,1,1
49,156,4,1,2,8,1,7,16,1,1
49,157,4,1,2,8,2,9,13,1,1
50,159,4,1,1,13,2,6,16,2,1
50,160,4,1,1,10,1,1,16,2,1
50,161,4,1,1,4,2,11,17,2,1
50,162,4,1,1,4,1,11,17,2,1
